SALARY_FROM,SALARY_TO,AVERAGE_SALARY,MAX_YEARS_EXPERIENCE
110000.0,240000.0,175000.0,0.0
0.0,0.0,0.0,0.0
126194.0,157726.0,141960.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90000.0,115000.0,102500.0,3.0
0.0,0.0,0.0,0.0
38480.0,73403.0,55941.5,0.0
0.0,0.0,0.0,0.0
96000.0,160000.0,128000.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
93600.0,104000.0,98800.0,0.0
45000.0,90000.0,67500.0,0.0
0.0,0.0,0.0,0.0
53500.0,118100.0,85800.0,0.0
0.0,0.0,0.0,0.0
110000.0,240000.0,175000.0,0.0
64984.0,104954.0,84969.0,0.0
79135.0,93100.0,86117.5,2.0
106000.0,155000.0,130500.0,0.0
136000.0,176000.0,156000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
90100.0,106000.0,98050.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
178880.0,189280.0,184080.0,0.0
0.0,0.0,0.0,0.0
73502.0,126449.0,99975.5,0.0
0.0,0.0,0.0,3.0
38480.0,38480.0,38480.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
124800.0,135200.0,130000.0,0.0
65000.0,85000.0,75000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
65449.0,65449.0,65449.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
62400.0,83200.0,72800.0,3.0
0.0,0.0,0.0,0.0
58240.0,66560.0,62400.0,0.0
50000.0,76000.0,63000.0,0.0
126000.0,160000.0,143000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
111626.0,159465.0,135545.5,0.0
89000.0,148000.0,118500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
142320.0,213480.0,177900.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0
83300.0,145800.0,114550.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
145600.0,166400.0,156000.0,0.0
120000.0,180000.0,150000.0,0.0
33883.0,33883.0,33883.0,0.0
26562.0,40414.0,33488.0,0.0
81770.0,156290.0,119030.0,0.0
0.0,0.0,0.0,0.0
124000.0,208000.0,166000.0,0.0
0.0,0.0,0.0,0.0
126600.0,227900.0,177250.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
107000.0,179000.0,143000.0,0.0
36400.0,36400.0,36400.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0
104700.0,190400.0,147550.0,0.0
69679.0,80131.0,74905.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
96370.0,152655.0,124512.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
71500.0,98500.0,85000.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,6.0
145600.0,145600.0,145600.0,0.0
46000.0,165000.0,105500.0,0.0
129840.0,194760.0,162300.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0
116628.0,116628.0,116628.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0
93400.0,125200.0,109300.0,0.0
0.0,0.0,0.0,2.0
166400.0,176800.0,171600.0,0.0
0.0,0.0,0.0,0.0
135000.0,145000.0,140000.0,0.0
68400.0,143700.0,106050.0,0.0
117000.0,152000.0,134500.0,0.0
66560.0,70720.0,68640.0,0.0
117000.0,152000.0,134500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
67400.0,121300.0,94350.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.0
117000.0,152000.0,134500.0,0.0
0.0,0.0,0.0,0.0
91000.0,152000.0,121500.0,3.0
197600.0,197600.0,197600.0,0.0
80000.0,155000.0,117500.0,3.0
69992.0,141294.0,105643.0,0.0
0.0,0.0,0.0,0.0
100950.0,148060.0,124505.0,0.0
66560.0,72800.0,69680.0,0.0
117000.0,152000.0,134500.0,0.0
17000.0,134000.0,75500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
96250.0,125000.0,110625.0,0.0
0.0,0.0,0.0,0.0
82000.0,122000.0,102000.0,3.0
46655.0,86321.0,66488.0,0.0
113840.0,170760.0,142300.0,6.0
89990.0,161990.0,125990.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
58056.0,72564.0,65310.0,0.0
118560.0,128960.0,123760.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
100963.0,157768.0,129365.5,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
67400.0,88400.0,77900.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
144000.0,198000.0,171000.0,0.0
110000.0,120000.0,115000.0,0.0
0.0,0.0,0.0,0.0
69000.0,78000.0,73500.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0
57700.0,57700.0,57700.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
105600.0,191800.0,148700.0,0.0
0.0,0.0,0.0,0.0
105600.0,191800.0,148700.0,0.0
0.0,0.0,0.0,0.0
116000.0,194000.0,155000.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
114400.0,120640.0,117520.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
89523.0,128690.0,109106.5,0.0
60000.0,72000.0,66000.0,0.0
38000.0,62000.0,50000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
67000.0,120700.0,93850.0,0.0
0.0,0.0,0.0,1.0
113325.0,188875.0,151100.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
36400.0,38480.0,37440.0,0.0
0.0,0.0,0.0,0.0
52000.0,52000.0,52000.0,0.0
0.0,0.0,0.0,0.0
120700.0,163300.0,142000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0
37440.0,37440.0,37440.0,0.0
0.0,0.0,0.0,0.0
159182.0,179982.0,169582.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
67000.0,120700.0,93850.0,0.0
67000.0,120700.0,93850.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
125760.0,188640.0,157200.0,5.0
39455.0,43878.0,41666.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
139395.0,181216.0,160305.5,0.0
157000.0,174000.0,165500.0,5.0
0.0,0.0,0.0,0.0
169184.0,217523.0,193353.5,0.0
93018.0,112029.0,102523.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
70000.0,80000.0,75000.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
81000.0,134000.0,107500.0,0.0
114000.0,188000.0,151000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
51000.0,121000.0,86000.0,0.0
180000.0,200000.0,190000.0,0.0
113000.0,188000.0,150500.0,0.0
66560.0,72800.0,69680.0,0.0
0.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
41600.0,54080.0,47840.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
85600.0,134400.0,110000.0,0.0
78200.0,124900.0,101550.0,0.0
114400.0,116480.0,115440.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0
114000.0,188000.0,151000.0,0.0
81000.0,134000.0,107500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
21840.0,31200.0,26520.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
111000.0,239800.0,175400.0,0.0
0.0,0.0,0.0,6.0
0.0,0.0,0.0,0.0
98000.0,110000.0,104000.0,5.0
0.0,0.0,0.0,0.0
81000.0,134000.0,107500.0,0.0
0.0,0.0,0.0,0.0
114000.0,188000.0,151000.0,0.0
96200.0,128300.0,112250.0,0.0
0.0,0.0,0.0,0.0
124000.0,176000.0,150000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
113000.0,188000.0,150500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
61110.0,110000.0,85555.0,0.0
125000.0,208000.0,166500.0,0.0
0.0,0.0,0.0,0.0
125000.0,208000.0,166500.0,0.0
79700.0,113800.0,96750.0,4.0
124540.0,185640.0,155090.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
33400.0,55000.0,44200.0,0.0
39785.0,59384.0,49584.5,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
145000.0,155000.0,150000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
195520.0,195520.0,195520.0,0.0
119800.0,171100.0,145450.0,0.0
0.0,0.0,0.0,0.0
93600.0,104000.0,98800.0,0.0
119800.0,171100.0,145450.0,0.0
35360.0,35360.0,35360.0,0.0
27040.0,31200.0,29120.0,0.0
0.0,0.0,0.0,0.0
119800.0,171100.0,145450.0,0.0
119800.0,171100.0,145450.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0
140000.0,190000.0,165000.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0
136300.0,248700.0,192500.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
59000.0,64000.0,61500.0,0.0
0.0,0.0,0.0,0.0
72800.0,79040.0,75920.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
109900.0,164900.0,137400.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
51459.0,51459.0,51459.0,0.0
79789.0,115669.0,97729.0,0.0
80000.0,90000.0,85000.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
166400.0,166400.0,166400.0,0.0
80000.0,80000.0,80000.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0
70000.0,116000.0,93000.0,0.0
135200.0,149760.0,142480.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
122200.0,220900.0,171550.0,12.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
75000.0,75000.0,75000.0,0.0
0.0,0.0,0.0,0.0
126610.0,215270.0,170940.0,0.0
0.0,0.0,0.0,0.0
86030.0,159770.0,122900.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
56500.0,85475.0,70987.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
33800.0,33800.0,33800.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
187200.0,187200.0,187200.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
104000.0,114400.0,109200.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
87166.0,100571.0,93868.5,0.0
0.0,0.0,0.0,0.0
105000.0,130000.0,117500.0,2.0
105000.0,130000.0,117500.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
91000.0,136600.0,113800.0,0.0
74000.0,118200.0,96100.0,0.0
87166.0,100571.0,93868.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.0
104471.0,208282.0,156376.5,0.0
95000.0,135500.0,115250.0,0.0
0.0,0.0,0.0,0.0
141440.0,145600.0,143520.0,0.0
0.0,0.0,0.0,0.0
71500.0,98500.0,85000.0,0.0
0.0,0.0,0.0,0.0
74000.0,118200.0,96100.0,0.0
74000.0,118200.0,96100.0,0.0
145000.0,170000.0,157500.0,5.0
0.0,0.0,0.0,0.0
187200.0,187200.0,187200.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
37440.0,38480.0,37960.0,0.0
83400.0,139000.0,111200.0,0.0
87166.0,100571.0,93868.5,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
131175.0,218625.0,174900.0,0.0
70720.0,83200.0,76960.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
107141.0,107141.0,107141.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
72576.0,129600.0,101088.0,0.0
74880.0,83200.0,79040.0,0.0
0.0,0.0,0.0,0.0
